고유번호,언어,상호명,콘텐츠URL,주소,Latitude,Longitude,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
5597,ko,비스트로드욘트빌,https://korean.visitseoul.net/restaurants/비스트로드욘트빌-KR/KOP005593?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005593,135-954 서울 강남구 청담동 83-6 83-6,37.5260412,127.0411927,06014 서울 강남구 선릉로158길 13-7 (청담동) 이안빌딩 1층,0507-1448-1552,,"11:30~15:00, 18:00~22:00",수인분당선 압구정로데오역 4번 출구에서 약 234m (도보 4분),,"런치 클래식, 디너 트래디션"
42375,ko,함스브로트과자점,https://korean.visitseoul.net/restaurants/2023019/KOP042375?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042375, 서울 도봉구 쌍문동 88-106 ,37.648947,127.0345365,01443 서울 도봉구 도봉로 483 (쌍문동) ,02-996-4488,,월요일~일요일 09:00~22:00,4호선 쌍문역 4번 출구에서 약 14m (도보 1분),한국어,"꽃다발 케이크, 마늘빵, 통밀깜파뉴"
14148,ko,반짝반짝빛나는,https://korean.visitseoul.net/restaurants/반짝반짝빛나는/KOP014145?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014145,110-300 서울특별시 종로구 관훈동 6,37.5732953,126.9861357,03148 서울특별시 종로구 인사동길 28-1 (관훈동) ,02-738-4525,,12:00 - 23:00 ,1호선 종각역 3번 출구에서 약 478m (도보 7분),,카페
13278,ko,마포나루,https://korean.visitseoul.net/restaurants/마포나루-KR/KOP013275?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013275,121-813 서울특별시 마포구 도화동 201-39,37.5394008,126.9477675,04172 서울특별시 마포구 삼개로 11 (도화동) ,02-711-5959,https://www.maponaru.com/,11:00 - 22:00 *Break time 14:30 - 16:30,5호선 마포역 3번 출구에서 약 192m (도보 3분),,
20040,ko,두레한식당,https://korean.visitseoul.net/restaurants/두레한식당/KOP020040?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP020040,138-240 서울 송파구 신천동 29 롯데백화점 에비뉴엘 월드파타워점 6F,37.5133121,127.1037107,05551 서울 송파구 올림픽로 300 (신천동) 롯데백화점 에비뉴엘 월드파타워점 6F,02-3213-2638,,10:30 - 22:00,8호선 잠실역 2번출구 도보 3분,,"떡갈비, 산채비빔밥 반상"
12630,ko,진어참치,https://korean.visitseoul.net/restaurants/진어-K/KOP012627?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012627,121-869 서울특별시 마포구 연남동 561-8,37.5607438,126.9207606,03988 서울특별시 마포구 연남로3길 34 (연남동) ,0507-1345-7412,,매일 16:30 ~ 22:00,"2호선, 경의중앙선, 공항철도 홍대입구 2번 출구에서 약 570m (도보 8분) ",,참치회
14102,ko,정동국시,https://korean.visitseoul.net/restaurants/정동국시-K/KOP014100?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014100,110-120 서울특별시 중구 정동 22-2,37.567856,126.9698994,04518 서울특별시 중구 정동길 5 (정동) ,02-732-0114,,평일 11:30 ~ 14:00 / 16:00 ~ 21:00 토요일 11:30 ~ 20:00,5호선 서대문역 5번 출구에서 약 370m (도보 5분),,국수
14611,ko,순희네빈대떡,https://korean.visitseoul.net/restaurants/순희네빈대떡/KOP014610?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014610,110-836 서울특별시 종로구 종로5가 138-9,37.5706201,127.0007269,03195 서울특별시 종로구 종로32길 5 (종로5가) ,02-2264-5057,,11:00~21:00 ,1호선 종로5가역 8번 출구에서 약 136m (도보 2분),,빈대떡
14825,ko,워너커피,https://korean.visitseoul.net/restaurants/워너커피-kr/KOP014821?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014821,135-888 서울특별시 강남구 신사동 515,37.5180886,127.021585,06035 서울특별시 강남구 압구정로2길 59 (신사동) ,02-512-2285,,평일 07:00 - 24:00 주말 08:00 - 24:00,3호선 신사역 8번 출구에서 약 204m (도보 2분) ,,와플 생과일주스 샌드위치세트
5804,ko,압구정서서갈비,https://korean.visitseoul.net/restaurants/압구정서서갈비-KR/KOP005802?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005802,135-897 서울 강남구 신사동 658-1 658-1,37.5268767,127.0376775,06018 서울 강남구 압구정로50길 22 (신사동) ,02-516-4482,,16:00 - 05:00 (익일),수인분당선 압구정로데오 6번 출구에서 약 333m (도보 4분),,한식
11141,ko,일미장어 ,https://korean.visitseoul.net/restaurants/일미/KOP011141?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011141,140-821 서울 용산구 동자동 35-44 ,37.5521381,126.9744069,04324 서울 용산구 후암로57길 35-15 (부곡목욕탕) ,02-777-4380,,월요일~토요일 11:30 ~ 13:30 / 17:30~21:00,"1, 4호선, 공항철도, 경의중앙선 서울역 12번 출구에서 약 209m (도보 3분)",,"장어정식, 장어덮밥"
13362,ko,알바이신,https://korean.visitseoul.net/restaurants/알바이신/KOP013359?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013359,110-530 서울 종로구 혜화동 74-6 74-6,37.5871739,127.0001915,03076 서울 종로구 혜화로 18 (혜화동) ,02-741-5841,,17:00 ~ 21:00  ,4호선 혜화역 4번 출구  ,,"빠에야 마리스코스, 아로스 네그로, 엔살라다 데 알바이신, 알본디가스"
10297,ko,정감어린,https://korean.visitseoul.net/restaurants/정감어린-kr/KOP010294?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010294,140-190 서울 용산구 후암동 255-1,37.5462601,126.9786906,04336 서울특별시 용산구 후암로 4 (후암동) ,0507-1404-4389,,"평일 11:30~14:30, 17:00~21:30 토요일 12:00 ~ 21:30 일요일 12:00 ~ 21:00",4호선 숙대입구역 2번 출구에서 약 581m (도보 9분),,돼지갈비  소갈비  불고기
8147,ko,강남원주추어탕,https://korean.visitseoul.net/restaurants/원주추어탕/KOP008147?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008147,135-931 서울 강남구 역삼동 809-1 ,37.5040369,127.0254471,06123 서울 강남구 강남대로110길 6 ,02-557-8647,,10-:00~22:00 ,"9호선, 신분당선 신논현역 9번 출구에서 약 59m (도보 1분)",,"전복 추어탕, 갈아서 추어탕, 통마리 추어탕"
29720,ko,사하라,,121-758 서울 마포구 공덕동 256-13 ,37.5445593,126.9526751,"04214 서울 마포구 만리재로 15 (공덕동, 제일빌딩) 1층 2호",02-719-8338,,매일 17:30~02:00,경의중앙?공항철도?5?6호선 공덕역 5번 출구,,
12402,ko,무궁화 ,https://korean.visitseoul.net/restaurants/무궁화/KOP012402?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012402,100-721 서울 중구 소공동 1 ,37.5648094,126.9810897,"04533 서울 중구 을지로 30 (소공동, 롯데호텔) 38층",02-317-7061,http://www.lottehotel.com/seoul/ko/dining/resturants.asp?type=RE&seq=6&diningCd=KM,매일 11:30~14:30 / 18:00~22:00,2호선 시청역 8번 출구 ,영어,"굴비구이반상, 전복구이반상, 한우등심구이반상, 보양식 런치 "
46648,ko,오얏꽃 카페,https://korean.visitseoul.net/restaurants/2024-OyattKkotCafe/KOP7yo30p?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP7yo30p, 서울 종로구 돈의동 18 ,37.5729935,126.9905208,03133 서울 종로구 돈화문로11다길 15 (돈의동) ,,https://www.instagram.com/oyatt_kkot,매일 11:00~22:00 (21:30 라스트오더),"1,3,5 호선 종로3가역 6번 출구에서 115m (도보 1분)",,
11593,ko,이즈미,https://korean.visitseoul.net/restaurants/이즈미/KOP011593?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011593, 서울 강남구 신사동 621-3 ,37.5270184,127.0330555,06023 서울 강남구 언주로 857 (신사동) ,02-542-7171,,월요일~금요일 11:30~15:00 / 17:30~22:00 토요일~일요일 11:30~15:00 / 17:30~21:00,3호선 압구정역 3번 출구에서 약 523m (도보 7분),,"모듬사시미, 초밥"
47539,ko,수도원,https://korean.visitseoul.net/restaurants/2024-sudowon/KOPq08eh1?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPq08eh1, 서울 종로구 동숭동 50-11 ,37.581739,127.0047725,03085 서울 종로구 동숭3길 16 (동숭동) ,02-747-1933,https://www.instagram.com/soodowon,월요일~금요일 17:00~01:00 토요일~일요일 16:00~01:00,4호선 혜화역 2번 출구에서 약 340m (도보 5분),,
13138,ko,파크루안 역삼점,https://korean.visitseoul.net/restaurants/루안-KR/KOP013134?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013134,135-921 서울특별시 강남구 역삼2동 726,37.4990701,127.0383674,06223 서울특별시 강남구 논현로 430 (역삼동) 아세아빌딩 지하 1층,0507-1424-5565,http://www.parkruan.com/,매일 11:30 ~ 22:00  (평일 Break time 15:00 ~ 17:30),2호선 역삼역 1번 출구에서 약 189m (도보 3분),한국어,"웰빙삼선콩자장면, 왕갈비짬뽕, 찹쌀탕수육, 잡채밥"
14801,ko,레트로나파이,https://korean.visitseoul.net/restaurants/레트로나파이/KOP014797?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014797,110-220 서울시 종로구 팔판동 17-2 ,37.5835584,126.9812119,03054 서울특별시 종로구 팔판길 39 (팔판동) ,02-735-5668,,11:00 ~ 22:00  ,3호선 안국 1번 출구  ,,디저트카페
12318,ko,소문난집추어탕(소문난 해장국),https://korean.visitseoul.net/restaurants/소문난집추어탕-K/KOP012316?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012316,110-320 서울특별시 종로구 낙원동 241-12,37.5724899,126.9882615,03140 서울특별시 종로구 수표로 131 (낙원동) ,02-742-1633,,04:20~21:30,"1,3,5호선 종로3가역 5번 출구에서 약 62m (도보 1분)",,"우거지얼큰탕 3,000 "
6970,ko,조선옥,https://korean.visitseoul.net/restaurants/조선옥/KOP006970?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006970,100-847 서울 중구 을지로3가 229-1 ,37.5667855,126.9935322,04544 서울 중구 을지로15길 6-5 ,02-2266-0333,,"월~토 11:30~14:30, 16:30~21:30","2,3호선 을지로 3가역 6번 출구에서 약 67m (도보 1분)",,"양념소갈비, 갈비탕, 대구탕, 장국밥"
1701,ko,향복집 ,https://korean.visitseoul.net/restaurants/향복집/KOP001701?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001701, 서울 영등포구 여의도동 45-11 스타빌딩 지하1층,37.5203855,126.9286075,"07332 서울 영등포구 국제금융로8길 25 (여의도동, 주택건설회관빌딩) 지하1층",0507-1423-9441,,"07:00-16:00, 17:00-22:00"," 5,9호선 여의도역 5번 출구",,"복뚝배기매운탕/지리, 복찜, 복튀김, 참복매운탕/지리"
12272,ko,풍요람,https://korean.visitseoul.net/restaurants/풍요람-K/KOP012268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012268,120-020 서울특별시 서대문구 미근동 31-3,37.5643298,126.9671333,03739 서울특별시 서대문구 통일로 107-17 (미근동) ,02-362-4203,,11:30 ~ 14:30 / 17:00 ~ 22:00,5호선 서대문역 7번 출구에서 약 170m (도보 2분),,
42312,ko,옛날집낙원아구찜,https://korean.visitseoul.net/restaurants/백년가게-옛날집낙원아구찜/KOP042312?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042312, 서울 종로구 낙원동 48 ,37.5734947,126.9880059,03133 서울 종로구 삼일대로 436 (낙원동) ,02-741-3621,,11:30 ~ 22:00,"1,3,5호선 종로3가역 5번 출구에서 약 167m (도보 2분)",,"아귀찜, 아귀탕, 해물찜, 해물탕 등"
6438,ko,내고향식당,https://korean.visitseoul.net/restaurants/내고향식당/KOP006438?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006438,100-804 서울특별시 중구 남창동 34-41,37.5599244,126.9770387,04528 서울특별시 중구 남대문시장길 18-3 (남창동) ,02-752-7954,,매일 07:00 ~ 19:30 ,4호선 회현역 5번 출구에서 약 241m (도보 3분),,갈치조림
14320,ko,쿼터보틀,https://korean.visitseoul.net/restaurants/패티앤베지스-kr/KOP014318?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014318,135-010 서울특별시 강남구 논현2동 73,37.5181586,127.0302579,06049 서울특별시 강남구 도산대로30길 27 (논현동) ,02-549-0759,,매일 18:00 - 02:00,7호선 학동 8번 출구  ,,"버섯퀘사디아, 시금치치즈딥과 크래커, 치폴레팝콘치킨과 블루치즈딥"
5268,ko,웃사브,https://korean.visitseoul.net/restaurants/웃사브/KOP005268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005268,121-828 서울 마포구 상수동 92-3 ,37.5491372,126.9223789,"04049 서울 마포구 와우산로11길 10 (상수동) 1,2층",02-334-9189,,11:00~22:00,6호선 상수역 1번 출구에서 약 214m (도보 3분),,"타카탁, 칠리치킨씨즐러, 버터치킨커리"
4519,ko,백원,https://korean.visitseoul.net/restaurants/백원/KOP004518?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004518,150-968 서울 영등포구 여의도동 12 12층,37.5292525,126.9249131,"07241 서울 영등포구 여의공원로 101 (여의도동, C.C.M.M빌딩) 12층",02-784-6161,https://www.instagram.com/whitegarden1998/,11:00 ~ 14:00 / 17:30 ~ 22:00,9호선 국회의사당역 3번 출구에서 약 700m (도보 9분)  ,,"불도장, 상어지느러미찜, 오늘의특선"
13141,ko,서대문곱창,https://korean.visitseoul.net/restaurants/서대문곱창/KOP013139?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013139,100-863 서울 중구 충무로4가 24-6 24-6,37.5624231,126.9951264,04556 서울 중구 충무로2길 35 (충무로4가) ,02-2266-4345,,17:00 ~ 22:30,"3,4호선 충무로역 8번 출구에서 약 130m (도보 2분)",,양곱창
3003,ko,개화옥,https://korean.visitseoul.net/restaurants/개화옥/KOP003003?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003003,135-897 서울 강남구 신사동 661-18 ,37.5277455,127.0386098,06018 서울 강남구 압구정로50길 7 (정동상가) 1층,02-549-1459,https://blog.naver.com/koreafood_gaewhaok,"월요일~토요일 10:00~15:00, 17:00~22:00",수인분당선 압구정로데오역 6번 출구에서 약 145m (도보 2분),,"소불고기, 보쌈, 차돌박이와 채소무침, 떡갈비, 김치말이국수"
38472,ko,한국의집 고호재,, 서울 중구 필동2가 80-2 ,37.5601392,126.9946052,"04625 서울 중구 퇴계로 지하 214 (충무로역 3,4호선) 한국의집 문향루",02-2266-9101(3),https://booking.naver.com/booking/12/bizes/375663/items/3492155,"- 1부 : 09:30 ~ 11:00(90분), 주문마감 10:00 - 2부 : 11:30 ~ 13:00(90분), 주문마감 12:00 - 3부 : 13:30 ~ 15:00(90분), 주문마감 14:00 - 4부 : 16:00 ~ 17:30(90분), 주문마감 16:30 - 5부 : 18:30 ~ 20:00(90분), 주문마감 19:00","3,4호선 충무로역 3번 출구",,"1인 다과상 16,000원"
13183,ko,베이징코야,https://korean.visitseoul.net/restaurants/베이징코야1/KOP013183?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013183, 서울 종로구 수송동 110 ,37.5743925,126.980491,"03143 서울 종로구 율곡로2길 25 (수송동, 연합뉴스빌딩) 지하 1층 ",02-313-5292,http://www.베이징코야.com/,"평일 11:30~15:00, 17:00~21:30 주말 11:30~21:00",5호선 광화문역 2번 출구에서 약 527m (도보 8분),,"북경오리구이, 오리고기 마늘소스 볶음, 돼지고기 탕수육"
6292,ko,흑돈가,https://korean.visitseoul.net/restaurants/흑돈가-KR/KOP006289?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006289,135-090 서울특별시 강남구 삼성동 147-15,37.5124971,127.0562596,06163 서울특별시 강남구 봉은사로86길 14 (삼성동) ,02-2051-0008,,평일 11:30 ~ 15:00 / 17:00 ~ 22:00 주말 11:30 ~ 22:00,2호선 삼성역 5번 출구  ,,"흑돼지생구이, 흑돼지양념구이, 된장찌개"
13371,ko,페트라,https://korean.visitseoul.net/restaurants/페트라/KOP013369?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013369,140-861 서울 용산구 이태원동 552 552,37.5346676,126.9877172,04345 서울 용산구 녹사평대로40길 33 (이태원동) 2층,02-790-4433,,매일 11:30 ~ 22:00,6호선 녹사평역 1번 출구  ,,"홈머스, 바바가누즈, 라바네흐, 미자"
11727,ko,우미각 논현2호점,https://korean.visitseoul.net/restaurants/우미각/KOP011727?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011727, 서울 강남구 논현동 70-8 ,37.5188351,127.0341332,06050 서울 강남구 언주로141길 6 백향빌딩 1층,0507-1415-8802,,"월~금 11:00~15:00, 16:30~21:30",3호선 매봉역 1번 출구   ,,"한우특생등심, 보리굴비정식, 한우 특꽃등심"
4832,ko,구스테이크528,https://korean.visitseoul.net/restaurants/구스테이크528/KOP004828?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004828,135-888 서울 강남구 신사동 528-3 528-3,37.5229191,127.0205789,"06028 서울 강남구 압구정로 108 (신사동, 덕산빌딩) ",02-511-0917,,12:00 ~ 15:00 / 17:00 ~ 22:00,"3호선, 신분당선 신사역 6번 출구에서 약 778m (도보 11분) ",,
13365,ko,페르시안궁전,https://korean.visitseoul.net/restaurants/페르시안궁전-KR/KOP013364?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013364,110-522 서울특별시 종로구 명륜2가 121-1,37.5849156,126.9975572,03074 서울특별시 종로구 성균관로6길 9 (명륜2가) ,02-763-6050,http://www.persianpalace.com,"11:00~15:00, 16:00~21:10 ",4호선 혜화역 4번 출구에서 약 530m (도보 9분) ,,"통닭카레정식, 페르시안케밥, 양갈비카레, 데히지킨카레"
7925,ko,사마리칸트,https://korean.visitseoul.net/restaurants/사마리칸트/KOP007925?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007925,100-411 서울 중구 광희동1가 162 ,37.5650361,127.0059266,04561 서울 중구 마른내로 159-10 ,02-2277-4261,,매일 11:00 ~ 23:00,"2,4,5호선 동대문역사문화공원역 5번 출구에서 약 192m (도보 3분)",,"양고기꼬치, 양고기샤브샤브"
12884,ko,청,https://korean.visitseoul.net/restaurants/청/KOP012884?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012884,110-220 서울시 용산구 한남동 31-4 ,37.5353259,127.0100266,04419 서울특별시 용산구 한남대로20길 47-24 (한남동) 리플레이스 D동 2층,02-720-3396,http://beaconholdings.co.kr/sub/business-1.html,매일 11:30~15:00 (Last order 14:30) / 17:30~22:00 (Last order 21:30),경의중앙선 한남역 1번 출구에서 약 902m (도보 12분),,"해삼탕, 왕새우, 삼선 자장면"
11736,ko,라그릴리아 ,https://korean.visitseoul.net/restaurants/라그릴리아/KOP011736?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011736,137-887 서울 서초구 양재동 11-149 ,37.4844671,127.0373372,06737 서울 서초구 남부순환로 2620 (강남피타워) ,02-553-9192,,매일 11:00 ~ 21:00 ,"3호선, 신분당선 양재역 5번 출구에서 약 199m (도보 2분)",,"파스타&스테이크 세트, 홈다이닝 세트, 무화가 프로슈토 플랫피자"
3630,ko,비원손칼국수,https://korean.visitseoul.net/restaurants/비원손칼국수/KOP003630?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003630,110-280 서울 종로구 원서동 160 ,37.5791714,126.9887859,03058 서울 종로구 창덕궁1길 9-1 ,0507-1357-4849,,매일 11:00 ~ 21:00,3호선 안국역 3번 출구에서 약 500m (도보 7분),,"칼국수, 떡만두국, 왕만두, 만두전골"
12454,ko,오수흑두부,https://korean.visitseoul.net/restaurants/오수/KOP012454?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012454,110-300 서울 종로구 관훈동 29-9 29-9,37.5739318,126.9860998,03148 서울 종로구 인사동8길 12-2 (관훈동) ,02-735-5255,,매일 12:00 ~ 22:00 ,3호선 안국역 5번 출구에서 약 370m (도보 5분),,"흑두부 보쌈, 오수한정식"
12913,ko,카나디안랍스터,https://korean.visitseoul.net/restaurants/카나디안랍스터/KOP012909?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012909,137-070 서울특별시 서초구 서초동 1465-11,37.480184,127.0113785,06711 서울특별시 서초구 남부순환로 2385 (서초동) 3층,02-585-9624,,12:00 ~ 15:00 / 17:00 ~ 21:00,3호선 남부터미널역 5번 출구에서 약 800m (도보 14분),,"랍스타 F세트, 랍스타 A세트"
6591,ko,두가헌,https://korean.visitseoul.net/restaurants/두가헌/KOP006587?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006587,110-190 서울특별시 종로구 사간동 80,37.5772534,126.9798624,03062 서울특별시 종로구 삼청로 14 (사간동) ,02-3210-2100,http://www.dugahun.com,12:00 ~ 22:00,3호선 안국역 1번 출구에서 약 615m (도보 8분) ,,
4899,ko,그랑씨엘,https://korean.visitseoul.net/restaurants/그랑씨엘/KOP004897?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004897,135-896 서울 강남구 신사동 650-22 650-22,37.5234029,127.0358461,06021 서울 강남구 도산대로45길 16-6 (신사동) 1층,02-548-0283,http://www.prepbox.co.kr/,"평일 11:00~15:00,17:00~22:00 / 주말 11:00~22:00",수인분당선 압구정로데오역 5번 출구에서 약 703m (도보 10분),,"엔초비오일 파스타, 해산물 빠에야, 머쉬룸 샐러드"
6541,ko,아카사카,https://korean.visitseoul.net/restaurants/아카사카1/KOP006539?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006539,137-070 서울 서초구 서초동 1327,37.4956299,127.0270933,06621 서울특별시 서초구 서초대로74길 23 서초타운트라팰리스 지하 1층,02-585-1145,http://www.akasaka.co.kr/,"월~금 11:30~14:30, 17:30~22:00 / 토요일 11:30~22:00","2호선, 신분당선 강남역 5번 출구에서 약 215m (도보 3분)",,"스페셜사시미, 활복코스요리, 아카사카 풀코스 요리"
12460,ko,소선재,https://korean.visitseoul.net/restaurants/소선재-K/KOP012460?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012460,110-230 서울특별시 종로구 삼청동 113-3,37.5855326,126.9817659,03049 서울특별시 종로구 삼청로 113-1 (삼청동) ,02-730-7002,,"평일 11:30~14:30, 17:00~21:00 / 주말 11:30~14:30, 17:30~21:00",3호선 안국역 1번 출구에서 약 1.3km (도보 20분),,"떡갈비와 식사, 장아찌 보쌈과 식사, 보리굴비와 식사, 간장게장과 식사"
29994,ko,미스터케밥 이태원2호점,https://korean.visitseoul.net/restaurants/미스터케밥-이태원2호점/KOP029994?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029994,140-858 서울 용산구 이태원동 136-45 ,37.5338859,126.9957767,04405 서울 용산구 우사단로 42 (이태원동) ,02-794-1997,http://www.mrkebab.co.kr/,매일 00:00~24:00,6호선 이태원역 3번 출구,"한국어, 영어","터키케밥양고기, 터키케밥닭고기"
13594,ko,죽향,https://korean.visitseoul.net/restaurants/죽향/KOP013594?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013594,100-032 서울특별시 중구 저동2가 72-17,37.5646402,126.9893166,04552 서울특별시 중구 마른내로 14 (저동2가) ,02-2265-1058,,"평일 10:00~16:00, 17:00~21:00 / 일 10:00~14:00",2호선 을지로3가 12번 출구  ,,"전복죽, 바지락 순두부죽, 토종닭죽, 낙지김치죽"
6328,ko,서글렁탕,https://korean.visitseoul.net/restaurants/서글렁탕/KOP006324?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006324,150-895 서울 영등포구 여의도동 53 53,37.5193304,126.9327964,"07343 서울 영등포구 여의대방로 394 (여의도동, 우정빌딩) ",02-780-8858,,"매일 12:00~15:00, 17:00~22:00 ","9호선, 신림선 샛강역 3번 출구에서 약 385m (도보 5분) ",,삼겹살
3711,ko,니와,https://korean.visitseoul.net/restaurants/니와-KR/KOP003707?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003707,140-906 서울 용산구 이촌동 301-153 ,37.5207546,126.9745871,04423 서울 용산구 이촌로75길 22 ,02-790-0917,,17:00 ~ 24:00,"4호선, 경의중앙선 이촌역 3--1번 출구에서 약 206m (도보 3분)  ",,"오코노미야끼, 가오리구이, 수제고로케"
13886,ko,두오모,https://korean.visitseoul.net/restaurants/두오모북스앤쿡스/KOP013884?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013884,110-033 서울특별시 종로구 효자동 40-2,37.5816557,126.9715615,03042 서울특별시 종로구 자하문로16길 5 (효자동) ,02-730-0902,https://www.instagram.com/hyojadongduomo/,"12:00~15:00, 18:00~21:00",3호선 경복궁역 3번 출구에서 약 663m (도보 10분),,"두오모수프, 실버니들 티, 제주 레몬 소금의 담백한 하얀콩 새우 파스타"
13649,ko,할머니칼국수,https://korean.visitseoul.net/restaurants/할머니칼국수/KOP013646?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013646,110-807 서울특별시 종로구 돈의동 49-1,37.572861,126.9908277,03133 서울특별시 종로구 돈화문로11다길 14-2 (돈의동) ,02-744-9548,,11:00 ~ 20:00 (재료 소진 시 마감),"1,3,5호선 종로3가역 6번 출구에서 약 83m (도보 1분)",,칼국수
13629,ko,일상,https://korean.visitseoul.net/restaurants/일상/KOP013626?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013626, 서울 성북구 성북동 100-1 100-1,37.5930817,126.9971955,02837 서울 성북구 성북로 106 (성북동) ,02-762-3114,,수요일~일요일 12:00~18:00,4호선 한성대입구역 5번 출구에서 약 1km (도보 17분),,"오늘의커피, 카페모카, 카페라떼"
13153,ko,타지,https://korean.visitseoul.net/restaurants/타지1/KOP013151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013151,100-021 서울특별시 중구 명동1가 1-3,37.5643815,126.986213,04538 서울특별시 중구 명동길 73 (명동1가)  YWCA연합회 2F,0507-1410-0677,https://www.instagram.com/welcometo_taj/,평일 11:30 ~ 15:00 / 17:30 ~ 22:00  주말 11:30 ~ 22:00 ,"2,3호선 을지로3가역 12번 출구  ",,"치킨커리, 오늘의채식커리"
12657,ko,진주회관,https://korean.visitseoul.net/restaurants/진주회관-K/KOP012654?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012654,100-814 서울특별시 중구 서소문동 120-35,37.5623833,126.974488,04513 서울특별시 중구 세종대로11길 26 (서소문동) ,02-753-5388,,"평일 11:00~14:00, 14:30~21:00 토요일 11:00~14:00, 15:00~20:00 ","1,2호선 시청역 9번 출구에서 약 104m (도보 1분)",,
4836,ko,마노디셰프,https://korean.visitseoul.net/restaurants/마노디셰프/KOP004836?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004836,135-090 서울특별시 강남구 삼성동 158-24,37.5090899,127.0583243,06169 서울특별시 강남구 테헤란로87길 21 (삼성동) ,02-561-9011,http://www.manodichef.co.kr/,평일 11:00 ~ 15:00 / 17:00 ~ 22:00 토요일 11:00 ~ 15:50 / 17:00 ~ 22:00 일요일 11:00 ~ 15:50 / 17:00 ~ 21:00,2호선 삼성역 5번 출구에서 약 439m (도보 6분),,"마노디셰프 품격코스, 봉골레 알리 올리오 파스타, 로제 씨푸드 파스타"
13896,ko,여자만,https://korean.visitseoul.net/restaurants/여자만/KOP013894?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013894, 서울 종로구 관훈동 84-11 ,37.5748746,126.9853528,03146 서울 종로구 인사동14길 24-2 (관훈동) ,02-723-1238,,"평일 11:30~21:20, 주말 11:30~20:30",3호선 안국역 6번 출구에서 약 211m (도보 3분),,"벌교참꼬막, 양념참꼬막, 정식, 모둠전"
