고유번호,언어,상호명,콘텐츠URL,주소,신주소,Latitude,Longitude,,,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
42288,ko,그래픽,https://korean.visitseoul.net/attractions/그래픽/KOP042288?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042288, 서울 용산구 이태원동 258-166 ,04344 서울 용산구 회나무로39길 33 (이태원동) ,37.5409333,126.9935374,,,070-4070-0204,,https://www.instagram.com/graphic.fan/,"화요일 ~ 금요일 13:00~23:00 토요일, 일요일 11:00~23:00  ",,매주 월요일 휴무,6호선 이태원역 2번 출구에서 약 1.2km (도보 25분)  ,그래픽,
27105,ko,근현대사기념관,https://korean.visitseoul.net/attractions/근현대사기념관/KOP027105?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027105, 서울 강북구 수유동 산 73-23 ,01013 서울 강북구 4.19로 114 (수유동) 근현대사기념관,37.6434722,127.00275,,,02-903-7580,,http://www.mhmh.or.kr,"10:00 ~ 13:00, 14:00 ~ 17:00 (마감 30분 전까지 입장)",,"-월요일 (월요일이 공휴일인 경우 개관하고, 다음 평일에 휴관) -1월 1일 -설날, 추석 연휴 -강북구청이 지정한 날",지하철 4호선 수유역 4번 출구 수유역정류장 도보 2분 이동 ? (마을) 강북 01번 승차 ? 신성빌라 정류장 하차 ? 도보로 1분 이동-근현대사기념관 도착," 근현대사기념관,수유역,독립운동, 민주주의, 순국선열,초대길,강북구",
28052,ko,글벗서점,https://korean.visitseoul.net/attractions/글벗서점/KOP028052?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028052,  ,"04056 서울 마포구 신촌로 48 지층,1층,2층 ",37.556826,126.9313181,,,02-333-1382,,,12:00~22:00,매일,없음,"2호선, 공항철도, 경의중앙선 홍대입구역 6번 출구에서 약 312m (도보 5분) ","연세대,신촌,오래가게,서점,책방,헌책,헌책방,경의선책거리",
43615,ko,금복상회,https://korean.visitseoul.net/attractions/2023018/KOP8tfd7i?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8tfd7i,  ,08539 서울 금천구 시흥대로146길 33 ,37.4741029,126.9006079,,,02-863-9127,,,,매일,없음,2호선 구로디지털단지역 6번 출구에서 약 1.5km (도보 26분),"봉제부속품,독산역,구로,이름표,명찰,오래가게",
1306,ko,용산가족공원,https://korean.visitseoul.net/attractions/용산가족공원/KOP001306?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001306,140-026 서울 용산구 용산동6가 68-90 ,04383 서울 용산구 서빙고로 185 (용산공원) ,37.5283021,126.9828521,,,	02-792-5661,,	http://munha.yongsan.go.kr/pms/contents/contents.do?contseqn=1018&sitecdv=S0000701&decorator=user07Ct&menucdv=01020200,24:00 ~ 23:59  연중 24시간 개방,월화수목금토일,,4호선 이촌역 2번 출구 도보 5분    중앙선 서빙고역 1번 출구 도보 5분,"용산가족공원, 공원, 자연",
36843,ko,금선사,https://korean.visitseoul.net/attractions/금선사/KOP036843?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP036843, 서울 종로구 구기동 196-2 ,"03000 서울 종로구 비봉길 137 (구기동, 금선사) ",37.6205778,126.9533792,,,02-395-9911,,http://www.geumsunsa.org/,,,,"3호선 경복궁역 3번 출구에서 7212 지선버스 탑승, 이북오도청 정류장에서 하차 후 약 1.1km (도보 34분)","구기동,서울절,인왕산,템플스테이,금선사",
3100,ko,금호미술관,https://korean.visitseoul.net/attractions/금호미술관/KOP003100?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003100,110-190 서울 종로구 사간동 78 78,"03062 서울 종로구 삼청로 18 (사간동, 금호미술관) ",37.5774224,126.9798857,,,02-720-5114,,http://www.kumhomuseum.com,10:00 ~ 18:00 (17:30 입장 제한) ,화요일~일요일,월요일,3호선 안국역 1번 출구에서 약 620m (도보 10분)," 금호갤러리콘서트,금호미술관, 광화문역, 예술, 안국역, 광화문,전시, 문화, 경복궁,경복궁역,금호아카데미,미술관",
3256,ko,길상사,https://korean.visitseoul.net/attractions/길상사/KOP003255?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003255,136-022 서울 성북구 성북2동 323,136-022 서울특별시 성북구 선잠로5길 68 (성북동) ,37.5987021,126.99345,,,02-3672-5945,,http://www.kilsangsa.info/home/default_in.asp,대중법회 및 연중기도 일정에 따라 이용 시간에 차이가 있음,연중무휴,,4호선 한성대입구역 6번 출구에서 삼선교.성북문화원 정류장까지 약 65m (도보 2분) 성북02번 버스 탑승 후 길상사 하차 ,"한성대입구역,성북동,종교,서울사찰,길상사,서울벚꽃, 템플스테이,절,수련,침묵의집,법정스님",장애인화장실
6614,ko,나폴레옹과자점,https://korean.visitseoul.net/attractions/나폴레옹/KOP006613?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006613,  ,02880 서울 성북구 성북로 7 ,37.590825,127.0020752,,,02-742-7421,,napoleonbakery.co.kr,09:00~21:00,매일,없음,4호선 한성대입구역 5번 출구에서 약 40m (도보 1분) ," 서울미래유산, 대학로, 제과점,빵, 케이크, 성북동,서울3대빵집,오래가게",
26190,ko,낙원떡집,https://korean.visitseoul.net/attractions/낙원떡집/KOP026190?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026190, 서울 종로구 낙원동 9 ,03132 서울 종로구 삼일대로 438 (낙원동) ,37.574738,126.989122,,,02-732-5579,,futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=260,08:00~22:00,매일,없음,1?3?5호선 종로3가역 5번 출구에서 약 202m (도보 3분),"서울미래유산,오래가게,떡집,쑥인절미,오색경단,호박설기,두텁떡,쑥떡,종로3가",
27219,ko,남대문시장 관광안내소,https://korean.visitseoul.net/attractions/남대문시장-관광안내소/KOP027219?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027219,100-804 서울 중구 남창동 52-1 ,04528 서울 중구 남창동 52-1 코코상가 앞 (지하철4호선 회현역 5번출구 50M앞) ,37.5587586,126.9770452,,,+82-2-752-1913,,http://www.sta.or.kr,10:00~19:00 (KST),,,4호선 회현역 5번 출구에서 약 80m (도보 1분),"여행,안내,안내소,남대문시장-관광안내소,남대문,관광안내소,남대문시장",
276,ko,남산골 한옥마을,https://korean.visitseoul.net/attractions/남산골-한옥마을/KOP000276?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000276,100-272 서울 중구 필동2가 84-1 ,04626 서울 중구 퇴계로34길 28 (남산골한옥마을) ,37.559315,126.994477,,,02-6358-5533,,http://hanokmaeul.or.kr,하절기(4월~10월) 09:00 - 21:00 동절기(11월~3월) 09:00 - 20:00   -전통정원 개방시간 24시간 개방,화요일 ~ 일요일,월요일,"3,4호선 충무로역 4번 출구에서 약 120m (도보 2분)","남산둘레길,서울아이와나들이,서울전통명소,국내한옥마을추천,서울데이트코스,남산공원,서울남산,서울사진명소,서울여행,서울핫플레이스,남산골한옥마을","접근가능,장애인화장실"
36,ko,남산서울타워 ,https://korean.visitseoul.net/attractions/남산서울타워/KOP000036?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000036,140-022 서울 용산구 용산동2가 산 1-3 ,"04340 서울 용산구 남산공원길 105 (용산동2가, YTN서울타워) ",37.5511694,126.9882266,,,02-3455-9277,,http://www.seoultower.co.kr/,평일 10:30-22:30 주말 및 공휴일 10:00-23:00 * 마감시간 30분 전까지 입장 가능 * 레스토랑 운영시간은 매장마다 상이하므로 홈페이지 참고,매일,연중무휴,"3, 4호선 충무로역 또는 3호선 동대입구역에서 순환버스 01번(남산순환) 탑승, '남산서울타워' 정류장 하차 후 약 357m ( 도보 8분)  서울시티투어버스 탑승 후 'N서울타워' 정류장 하차","야경,서울야경,서울데이트,남산타워전망대,전망,서울야경명소,전망대,서울데이트장소,N서울타워,남산서울타워,명동,남산,케이블카,남산타워","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
35015,ko,남산케이블카,https://korean.visitseoul.net/attractions/남산케이블카/KOP035015?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP035015, 서울 중구 회현동1가 산 1-19 ,"04630 서울 중구 소파로 83 (회현동1가, 남산케이블카) ",37.5663137,126.9799661,,,02-753-2403,,http://www.cablecar.co.kr/,10:00 ~ 23:00,매일 ,,4호선 명동역 4번 출구에서 약 571m (도보 10분),"가족나들이,서울야경,서울여행,남산타워전망대,남산타워,남산,서울투어,서울,야경,N서울타워,남산케이블카,남산전망대,서울구경,서울구경",
3164,ko,남포면옥(중구),https://korean.visitseoul.net/attractions/남포면옥중구/KOP003160?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003160, 서울 중구 다동 125 ,04522 서울특별시 중구 을지로3길 24 (다동) ,37.5565908,126.9839744,,,02-777-2269,,,월요일 ~ 금요일 11:30 ~ 22:00 토요일 ~ 일요일 11:30 ~ 21:00,,명절 당일,2호선 을지로입구역 1-1번 출구에서 약 150m (도보 2분) ,"갈비탕,냉면,을지로맛집,남포면옥,어복쟁반",
25928,ko,납청놋전,https://korean.visitseoul.net/attractions/납청놋전/KOP025928?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025928,  ,03146 서울 종로구 인사동10길 5 (관훈동) ,37.5671473,126.9816846,,,02-736-5492,,http://www.napcheong.com,화~일 10:30 ~ 18:00,화요일~일요일,월요일,3호선 안국역 6번 출구에서 약 370m (도보 6분)," 이형근방짜유기, 납청유기, 안국역, 이봉주방짜유기,오래가게, 놋그릇, 방짜유기",
24904,ko,내자땅콩,https://korean.visitseoul.net/attractions/Naeja-Peanuts-kr/KOP024904?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024904, 서울 종로구 내자동 21-1 ,03041 서울 종로구 사직로 111 (내자동) ,37.574148,126.9853715,,,02-730-7239,,,11:00 ~ 16:00 (소진시 영업 종료/브레이크타임 13:00 ~ 13:30),월요일~토요일 ,일요일,3호선 경복궁역 1번 출구에서 약 103m (도보 1분) ," 땅콩센베이,오래가게,꽈배기",
43465,ko,미도파꽃집,https://korean.visitseoul.net/attractions/2023059/KOPe6lrh6?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPe6lrh6, 서울 영등포구 영등포동3가 33 ,"07305 서울 영등포구 경인로 지하 843 (영등포동3가, 영등포역지하도상가) ",37.5769715,126.9707827,,,02-2632-8828,,,10:00~22:00,매일,없음,1호선 영등포역 6번 출구에서 약 28m (도보 1분),"오래가게, 영등포역지하쇼핑센터, 꽃, 꽃집, 영등포,화원",
28656,ko,백범광장공원,https://korean.visitseoul.net/attractions/백범광장공원/KOP028656?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028656,100-873 서울 중구 회현동1가 100-5 ,04633 서울 중구 퇴계로8길 49-4 ,37.5182625,126.9078988,,,02-3783-5900,,,,,,"4호선 회현역 4번 출구에서 약 512m (도보 13분) 1,4호선, 경의중앙선, 공항철도 서울역 10번 출구에서 약 679m (도보 16분)","김구, 백범광장공원, 남산공원,명동,문화유산, 독립운동가,회현역",
261,ko,북촌한옥마을,https://korean.visitseoul.net/attractions/북촌한옥마을/KOP000261?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000261,110-801 서울 종로구 계동 105 북촌문화센터 일대 ,03059 서울 종로구 계동길 37 북촌문화센터 일대 (계동),37.5571614,126.9799041,,, 02-2133-1372,,  https://hanok.seoul.go.kr/front/kor/town/town01.do,"10:00 ~ 17:00 (제한시간 17:00 ~ 익일 10:00, 제한시간 내 제한구역의 관광객 방문 금지) (한옥 마을은 관광지이기에 앞서 지역 주민들의 거주 공간 입니다.)",,,3호선 안국역 3번 출구에서 약 516m (도보 7분) ,"부모님과함께,걷기좋은곳,한옥마을,북촌한옥마을데이트,서울명소,서울여행,북촌한옥마을,서울가볼만한곳,한국전통,한국문화,서울나들이,서울북촌한옥마을,서울데이트,한국전통가옥",
33743,ko,서울역사박물관 온라인 교육 서비스,https://korean.visitseoul.net/attractions/서울역사박물관-온라인-교육-서비스/KOP033743?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033743, 서울 종로구 신문로2가 2-1 ,03177 서울 종로구 새문안로 55 (신문로2가) ,37.5790313,126.9864082,,,02-724-0274,,https://museum.seoul.go.kr/www/edu/eduSch/eduSch2th.jsp?sso=ok,,,,"1호선 시청역 1,2,3번 출구 / 5호선 광화문역 7,8번 출구 / 5호선 서대문역 4번 출구"," 박물관, 온라인교육서비스, 온라인체험,박물관유물, 역사공부, 시청역,교육,서울역사박물관","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
43439,ko,삼양탕,https://korean.visitseoul.net/attractions/2023009/KOP851vd2?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP851vd2, 서울 강북구 수유동 461-35 ,"01097 서울 강북구 덕릉로8길 6 (수유동, 삼양여관) ",37.5714656,126.9684165,,,02-983-2890,,,05:00~17:00,매일,,우이신설선 화계역 2번 출구에서 약 200m (도보 2분) ,"강북,레트로,수유,카페,오래가게,목욕탕,스파,삼양여관,아날로그",
24613,ko,그라운드서울,https://korean.visitseoul.net/attractions/2024-groundseoul/KOP024613?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024613,110-170 서울 종로구 견지동 85-24 ,03145 서울 종로구 인사동9길 26 ,37.6336667,127.0151975,,,1661-9131,,http://www.groundseoul.com/,10:00 ~ 19:00 (전시별 상이),전시별 상이,전시별 상이,1호선 종각역 3-1번 출구에서 약 301m (도보 4분),"갤러리,화랑,광화문,인사동,전시,미술관",
32546,ko,대림시장 감자국거리,https://korean.visitseoul.net/attractions/대림시장-감자국거리/KOP032546?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP032546, 서울 은평구 응암동 754-1 대림시장 감자국거리,03480 서울 은평구 응암로4길 26 (응암동) 대림시장 감자국거리,37.5734665,126.9836163,,,02-302-1666,,, 9:00~18:00,,,6호선 새절역 2번 출구에서 약 860m (도보 16분)," 감자국거리,응암동,새절역,대림시장, 은평구",
43509,ko,대성표구사,https://korean.visitseoul.net/attractions/Daesung/KOP3iuk2x?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP3iuk2x, 서울 용산구 한남동 736-8 ,04404 서울 용산구 이태원로 216 (한남동) ,37.5868514,126.9177112,,,02-794-3681,,,월요일~토요일 10:30~18:00,월요일~토요일,일요일,6호선 이태원역 3번 출구에서 약 334m (도보 6분),"액자, 표구, 민화, 풍속도,오래가게, 이태원, 한남동, 용산",
10929,ko,대오서점,https://korean.visitseoul.net/attractions/대오서점/KOP010928?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010928,110-805 서울 종로구 누하동 33,03036 서울특별시 종로구 자하문로7길 55  (누하동) ,37.534216,126.9988178,,,02-735-1349,,,매일 12:00-21:00 ,,,3호선 경복궁역 2번 출구에서 약 544m (도보 8분) ,"아이유, 가볼만한곳,서촌나들이,서촌카페,상어-촬영지,대오서점,서촌,노포",
6668,ko,대한민국역사박물관,https://korean.visitseoul.net/attractions/대한민국역사박물관/KOP006667?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006667, 서울시 종로구 세종로 82-1 대한민국역사박물관 ,03141 서울시 종로구 세종대로 198 (세종로) ,37.5804114,126.969845,,,02-3703-9200,,http://www.much.go.kr,10:00 ~ 18:00 (수요일 / 토요일 10:00 ~ 21:00)  *폐관 30분 전 입장 마감,월요일 ~ 일요일,-1월 1일 -설날 -추석 휴관  ,5호선 광화문역 2번 출구에서 약 217m (도보 3분) ," 대한민국역사박물관, 광화문,야경,경복궁역,역사체험학습, 전시, 광화문역,종각역, 역사박물관,독립선언서,박물관, 전망대","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
46879,ko,성원전주콩나물국밥,https://korean.visitseoul.net/attractions/SeongwonJeonjuKongnamulGukbap/KOPwmqzyh?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPwmqzyh, 서울 중구 명동2가 4-1 ,04537 서울 중구 명동10길 19-10 (명동2가) ,37.5740029,126.977949,,,02-777-4284,,,11:00~22:00,매일 ,,4호선 명동역 8번 출구에서 약 269m (도보 3분),"오래가게,콩나물국밥,명동",
2049,ko,덕수궁,https://korean.visitseoul.net/attractions/Seoul-K-Medi-Center/KOP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002046,100-120 서울 중구 정동 5-1,04519 서울 중구 세종대로 99 ,37.5630255,126.9859789,,,02-771-9951,,https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=dsg ,09:00 ~ 20:00 (매표 및 입장시간) 21:00 (퇴장시간),화요일~일요일 ,월요일,"1,2호선 시청역 1번 출구에서 약 72m (도보 1분)  ","덕수궁투어,한국역사,서울걷기좋은길,한국궁,서울여행,정동돌담길,덕수궁야간,서울야경,서울필수여행지,한국여행지,궁궐투어,서울나들이,덕수궁,한국전통,정동길,고종의길,궁","장애인 안내(휠체어 대여 및 기타),장애인화장실"
23563,ko,덕수궁돌담길,https://korean.visitseoul.net/attractions/deoksugungstreet/KOP023563?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023563, 서울 중구 정동 4 ,04519 서울 중구 세종대로 지하 101 덕수궁 돌담길 ,37.5674022,126.9754992,,,02-751-0734,,https://royal.khs.go.kr/ROYAL/contents/menuInfo-dsg.do?grpCode=dsg#;,24시간,,,"1,2호선 시청역 1번 출구에서 약 168m (도보 3분)","걷기좋은길,서울가을명소,서울나들이,서울걷기좋은곳,가을데이트코스,서울낭만적인장소,주말나들이,서울데이트코스,서울산책길,덕수궁돌담길,연인과함께",
1789,ko,도산공원,https://korean.visitseoul.net/attractions/도산공원/KOP001789?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001789,135-896 서울 강남구 신사동 649-9 649-9,06020 서울 강남구 도산대로45길 20 (도산전시관) ,37.5648648,126.9754485,,,02-3423-6285,,,24시간 개방 * 도산 안창호 기념관 매일 10:00 ~ 18:00,월요일 ~ 일요일 ,"도산 안창호 기념관 1월 1일, 명절 연휴 휴무 ",3호선 압구정역 3번 출구에서 약 882m (도보 14분),"기념관,공원,안창호,도산공원, 전시, 압구정역, 도산안창호,강남","장애인화장실,접근가능"
28329,ko,독수리다방,https://korean.visitseoul.net/attractions/독수리다방/KOP028329?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028329,  ,03776 서울 서대문구 연세로 36 독수리빌딩 8층 ,37.5244813,127.0353667,,,02-363-1222,,futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2253,11:00~24:00,매일,없음,2호선 신촌역 3번 출구에서 약 360m (도보 6분) ,"오래가게,카페,커피,서울미래유산,신촌,연세대,엔티크",
23761,ko,돈의문박물관마을,https://korean.visitseoul.net/attractions/doneuimunmuseumvillage/KOP023761?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023761,110-062 서울 종로구 신문로2가 7-22 ,"03178 서울 종로구 송월길 14-3 (신문로2가, 국도빌딩) ",37.5588451,126.9373867,,,02-739-6994,,http://dmvillage.info/,10:00~19:00,화요일~일요일,월요일,5호선 서대문역 4번 출구에서 약 349m (도보 6분),"전시,돈의문박물관마을,돈의문시간여행,교육,서대문역,돈의문마켓,돈의문,서울100년시간여행놀이터",
29381,ko,돈의문역사관,https://korean.visitseoul.net/attractions/돈의문전시관/KOP029381?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029381,110-062 서울 종로구 신문로2가 7-33 ,03178 서울 종로구 새문안로 35-54 (신문로2가) ,37.5343984,126.8979227,,,02-724-0271,,https://museum.seoul.go.kr/www/intro/annexIntro/annex_donuimoon/annex_donuimoon_01.jsp?sso=ok,09:00 ~ 18:00 (입장마감 17:30),화요일~일요일,"월요일, 1월 1일",5호선 서대문역 4번 출구에서 약 400m (도보 6분),"경희궁, 사진갤러리, 서대문역, 돈의문역사관, 새문안로,한정,돈의문,역사,문화공간, 아지오, 돈의문박물관마을, 유적",
27472,ko,돌 레코드,https://korean.visitseoul.net/attractions/돌-레코드/KOP027472?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027472,  ,04571 서울 중구 마장로9길 49-29 ,37.570748,126.9672224,,,02-2235-7130,,,10:00~19:00,매일,없음,1?6호선 동묘?역 5번 출구에서 약 400m (도보 6분) ,"오래가게, LD판, 레코드, CD, 테이프, 중고, LP판",
27215,ko,동대문 관광안내소,https://korean.visitseoul.net/attractions/동대문-관광안내소/KOP027215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027215,100-729 서울 중구 을지로6가 18-21 ,04564 서울 중구 장충단로 247 (굿모닝시티쇼핑몰) ,37.569913,127.0179536,,,+82-2-2236-9135,,http://www.sta.or.kr,10:00 ~ 01:00,,"설, 추석 당일 휴무","2,4,5호선 동대문역사문화공원역 14번 출구에서 약 32m (도보 1분) 1,4호선 동대문역 8번 출구에서 약 466m (도보 7분)","여행,동대문,관광안내소,안내소,동대문-관광안내소,관광",
24679,ko,동대문디자인플라자 (DDP),https://korean.visitseoul.net/attractions/Dongdaemun-Design-Plaza-kr/KOP024679?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024679,100-197 서울 중구 을지로7가 2-1 ,"04566 서울 중구 을지로 281 (을지로7가, 디자인장터) ",37.5668728,127.0072811,,,02-2153-0000,,https://ddp.or.kr/,"10:00 ~ 20:00 (공간별 운영시간 상이, 홈페이지 참조)",매일,,"2,4,5호선 동대문역사문화공원역 1번 출구에서 약 37m (도보 1분)","서울놀거리,서울데이트코스,서울동대문역사문화공원역,서울DDP,서울복합문화공간,DDP,서울볼거리,동대문디자인플라자,서울명소",
26206,ko,동대문역사관 상설전시실 재개관,https://korean.visitseoul.net/attractions/동대문역사관/KOP026206?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026206,100-197 서울 중구 을지로7가 2-1 ,"04566 서울 중구 을지로 281 (을지로7가, 2-1) 동대문역사공원 내 동대문역사관",37.5662916,127.0096225,,,+82-2-2153-0200,,http://www.museum.seoul.kr,10:00~18:00,행사기간 담당자 문의,월요일,2호선 동대문역사문화공원 1?2번 출구  지선버스 - 2012 동대문디자인플라자 하차 도보1분,"동대문역사문화공원,유물,서울역사박물관,동대문,동대문역사관,전시회,전시,상설전시실,박물관","접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
18898,ko,동림매듭공방,https://korean.visitseoul.net/attractions/동림매듭공방/KOP018898?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP018898, 서울 종로구 가회동 11-7 ,03056 서울 종로구 북촌로12길 10 ,37.5657085,127.0091384,,,02-3673-2778,,http://www.shimyoungmi.com/,"10:00~18:00, 10:00~17:00 (11월~2월, 동절기)",화요일~일요일,월요일   ,3호선 안국역 2번 출구에서 약 571m (도보 9분),"오래가게,전통공예,북촌한옥마을,전통체험,전통매듭,창작품,매듭체험",
43474,ko,동부고려제과,https://korean.visitseoul.net/attractions/2023113/KOPusfd76?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPusfd76,  ,02163 서울 중랑구 망우로 388 ,37.5817834,126.9856181,,,02-433-1783,,tjwhdgur567.modoo.at,06:30~00:30,매일,"매월 1, 3번재 화요일 ","경의중앙,경춘선 망우역 1번 출구에서 약 309m (도보 6분)","망우동,소화잘되는빵,서울미래유산,동네빵집,오래가게,빵,천연발효,상봉역,제과점",
26191,ko,동양방아간,https://korean.visitseoul.net/attractions/동양방아간/KOP026191?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026191, 서울 종로구 부암동 244-5 ,03020 서울 종로구 자하문로40길 77 (부암동) ,37.598173,127.0950633,,,02-379-6987,,,09:00~17:00,매일,없음,"경복궁역 3번 출구에서 7022, 7012, 1020 지선버스 탑승. 부암동주민센터.무계원 정류장에서 하차 후 약 168m (도보 3분) ","흑임자인절미, 부암동,오래가게,떡집, 쑥인절미",
11144,ko,디지털미디어시티,https://korean.visitseoul.net/attractions/디지털미디어시티/KOP011142?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011142, 서울 마포구 상암동 1612 택지개발지구 DMC,"03926 서울 마포구 월드컵북로 366 (상암동, DMC 홍보관) ",37.5934889,126.9659886,,,,,https://www.sba.seoul.kr/kr/sbst15h1#business03,,,,"6호선, 경의중앙선, 공항철도 디지털미디어시티역 9번 출구에서 약 520m (도보 8분) ","홍대, IT,디지털파빌리온, 한국문화콘텐츠센터, DMC홍보관, 누리꿈스퀘어,DMC문화공원, DMC,디지털미디어시티",
2039,ko,떡박물관,https://korean.visitseoul.net/attractions/여용국-한방스파/KOP002037?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002037,110-360 서울 종로구 와룡동 164-2 서울 종로구 와룡동 164-2,"03132 서울 종로구 돈화문로 71 (와룡동, 떡박물관) ",37.577744,126.892156,,,02-741-5447,,http://www.tkmuseum.or.kr,월~토요일(10:00~18:00) (17시 30분까지 입장완료) ,,"-일요일 -설, 추석 당일","1, 3, 5호선 종로3가역 7번 출구에서 약 286m (도보 4분) "," 전통체험,떡만들기체험, 떡박물관, 박물관, 한국전통음식연구소, 종로3가역, 체험관, 전통식문화체험, 전통, 전통음식, 떡카페",
5815,ko,롯데월드 민속박물관,https://korean.visitseoul.net/attractions/롯데월드-민속박물관/KOP005815?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005815,138-721 서울 송파구 잠실동 40-1 서울 송파구 잠실동 40-1,"05554 서울 송파구 올림픽로 240 (잠실동, 롯데월드) ",37.5748578,126.990624,,,1661-2000,,http://www.lotteworld.com/museum/,평일 11:00 - 19:00(입장 및 매표 마감시간 18:30) 주말 11:00 - 20:00(입장 및 매표 마감시간 19:00),월요일 ~ 일요일,,"2,8호선 잠실역 2번출구에서 약 144m (도보 2분)","전통, 민속식당가, 궁중의례, 전시, 잠실역,박물관,잠실, 어린이박물관, 전통음식,롯데월드민속박물관, 전통공예품","장애인 전용 주차장,장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
21278,ko,롯데월드타워,https://korean.visitseoul.net/attractions/롯데월드타워/KOP021278?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP021278,138-240 서울 송파구 신천동 29 ,05551 서울 송파구 올림픽로 300 (신천동) ,37.5111158,127.098167,,,02-3213-5000,,http://www.lwt.co.kr/,"매일 09:00 - 20:30 롯데면세점, 연중 무휴 매일 10:00 - 23:00 롯데마트, 격주 일요일 휴무 매일 10:00 - 20:00 롯데아쿠아리움, 연중 무휴 매일 10:30 - 20:00 에비뉴엘, 월 1회 정기 휴무 매일 10:30 - 22:00 쇼핑몰, 연중 무휴  서울스카이 평일 10:30 - 22:00 (월~목요일, 일요일) 주말 10:30 - 23:00 (금, 토, 공휴일 前일) ※시설별 상이 (홈페이지 참조)",월~일,연중무휴 ,"2,8호선 잠실역 2번 출구에서 약 29m (도보 1분)"," 롯데월드,잠실,아쿠아리움, 면세점,서울스카이,전망대,백화점,롯데월드타워","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
1232,ko,리움 미술관 ,https://korean.visitseoul.net/attractions/삼성미술관-리움/KOP001232?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001232,140-893 서울 용산구 한남동 742-1 ,04348 서울 용산구 이태원로55길 60-16 (한남동) ,37.5131008,127.1034334,,,02-2014-6900,,http://leeum.samsungfoundation.org/html/global/main.asp,10:30 ~ 18:00 (매표마감 17:30),화요일 ~ 일요일,-월요일 -1월 1일 -설 연휴 -추석 연휴, 6호선 한강진역 1번 출구에서 약 399m (도보 7분),"갤러리,한남동,한강진역,삼성미술관리움,미술관,예술체험,삼성리움,한남동미술관,문화,이태원,리움미술관","장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
